Customer_id,Age,Credit_limit,Credit_utilization,Actual_Default,Num_late_payments,Max_delay,Average_delay,Total_payment,Total_bill,Payment_to_Bill_Ratio,Probability_of_Default,Risk_Score,Risk_Level
4830,48,10000,1.0,0,0,0.0,0.0,3900,52498,0.07,0.46,46,Medium
3467,52,200000,0.03,0,0,-1.0,-1.0,6150,6222,0.99,0.34,34,Medium
20832,42,80000,0.03,0,0,-2.0,-2.0,2140,2290,0.93,0.29,29,Low
14252,26,100000,1.0,1,1,2.0,0.3,12696,330939,0.04,0.64,64,Medium
21114,39,380000,0.0,0,0,-2.0,-2.0,17203,1899,5.0,0.31,31,Low
29100,50,50000,1.0,0,0,0.0,0.0,10244,267165,0.04,0.45,45,Medium
8514,40,180000,1.0,1,0,0.0,0.0,15000,435571,0.03,0.37,37,Medium
29968,32,50000,1.0,0,1,2.0,0.2,56337,230799,0.24,0.56,56,Medium
16666,45,200000,1.0,0,0,0.0,-0.7,98339,218212,0.45,0.21,21,Low
12666,39,200000,0.07,0,1,1.0,-1.0,20014,14963,1.34,0.59,59,Medium
4035,50,20000,1.0,0,1,2.0,0.3,5300,52634,0.1,0.69,69,High
3663,31,180000,0.87,0,0,0.0,-0.8,78032,157464,0.5,0.24,24,Low
21810,26,170000,1.0,1,2,2.0,0.7,28492,695400,0.04,0.68,68,High
27702,25,30000,1.0,1,5,2.0,1.7,12400,164504,0.08,0.83,83,High
24526,41,240000,1.0,1,0,0.0,0.0,48140,1341608,0.04,0.36,36,Medium
25643,36,30000,0.11,0,0,-1.0,-1.0,2613,3415,0.77,0.32,32,Low
29791,44,250000,0.2,0,0,0.0,-0.8,48713,49674,0.98,0.32,32,Low
20812,43,260000,1.0,0,0,0.0,0.0,58000,904666,0.06,0.3,30,Low
3152,46,160000,1.0,0,2,2.0,0.7,91014,659582,0.14,0.65,65,Medium
7885,33,130000,1.0,0,0,0.0,0.0,28650,723860,0.04,0.38,38,Medium
20757,46,40000,1.0,1,6,3.0,2.3,9479,187998,0.05,0.91,91,High
25746,38,240000,1.0,0,2,2.0,0.7,35095,275687,0.13,0.62,62,Medium
3265,60,20000,1.0,1,1,2.0,0.3,4138,87086,0.05,0.74,74,High
5685,35,160000,1.0,0,1,2.0,0.3,9791,173062,0.06,0.63,63,Medium
2639,40,100000,0.23,0,0,0.0,-1.0,44377,22957,1.93,0.35,35,Medium
3414,33,150000,1.0,1,4,2.0,1.2,17700,538297,0.03,0.79,79,High
29868,29,340000,1.0,0,0,0.0,-0.2,126762,1519947,0.08,0.14,14,Low
14946,24,40000,1.0,1,1,2.0,0.3,10100,240740,0.04,0.69,69,High
3257,24,80000,1.0,1,6,3.0,2.3,17700,476365,0.04,0.9,90,High
6998,33,90000,0.09,0,1,2.0,-0.5,5459,8267,0.66,0.68,68,High
29757,37,30000,1.0,0,3,2.0,0.8,6094,147441,0.04,0.79,79,High
13462,46,50000,1.0,0,0,0.0,0.0,5396,89985,0.06,0.39,39,Medium
13554,27,360000,0.97,0,0,0.0,-0.7,141799,348096,0.41,0.13,13,Low
16659,34,50000,1.0,0,0,0.0,0.0,11356,245924,0.05,0.41,41,Medium
22032,28,300000,0.27,0,0,0.0,-0.3,61966,80308,0.77,0.22,22,Low
26216,42,240000,0.1,0,1,2.0,-0.3,24421,23915,1.02,0.65,65,Medium
3470,41,220000,1.0,0,0,0.0,0.0,23506,556173,0.04,0.36,36,Medium
26106,38,80000,1.0,0,0,0.0,0.0,12100,264370,0.05,0.39,39,Medium
5353,48,100000,0.17,0,4,2.0,0.8,2886,16808,0.17,0.81,81,High
15479,30,480000,0.13,0,0,-1.0,-1.0,74756,64232,1.16,0.18,18,Low
18924,29,70000,1.0,0,0,0.0,0.0,60719,320496,0.19,0.23,23,Low
327,41,220000,0.02,1,3,2.0,0.5,1925,3375,0.57,0.77,77,High
4158,45,230000,1.0,0,0,0.0,0.0,95092,1228339,0.08,0.25,25,Low
28747,32,120000,0.04,0,0,0.0,-0.8,3614,4873,0.74,0.4,40,Medium
18140,33,240000,1.0,0,0,0.0,0.0,11854,299020,0.04,0.34,34,Medium
23894,29,500000,1.0,0,0,0.0,0.0,99488,1883007,0.05,0.21,21,Low
29496,34,280000,0.95,0,0,0.0,0.0,13441,266492,0.05,0.33,33,Low
1216,32,230000,1.0,0,0,0.0,0.0,34326,728514,0.05,0.32,32,Low
5626,39,500000,1.0,0,0,0.0,0.0,79912,1883007,0.04,0.26,26,Low
13292,22,50000,1.0,1,6,2.0,2.0,10400,281323,0.04,0.87,87,High
4998,45,200000,1.0,1,0,0.0,0.0,21443,691806,0.03,0.38,38,Medium
14642,23,50000,1.0,0,1,2.0,0.2,4681,59863,0.08,0.63,63,Medium
20946,32,120000,0.51,0,0,-1.0,-1.0,60688,60683,1.0,0.2,20,Low
8580,47,30000,1.0,0,0,0.0,0.0,7785,206559,0.04,0.48,48,Medium
15924,37,410000,0.36,0,0,0.0,-0.2,36858,145802,0.25,0.28,28,Low
15926,31,30000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.26,26,Low
15469,37,360000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.27,27,Low
23948,29,190000,1.0,0,0,0.0,0.0,28564,867933,0.03,0.35,35,Medium
24631,43,200000,0.06,0,0,0.0,-0.5,8159,11514,0.71,0.39,39,Medium
25089,54,330000,0.2,0,0,-2.0,-2.0,104094,66094,1.57,0.13,13,Low
23693,56,90000,0.38,0,0,-1.0,-1.0,36025,34050,1.06,0.28,28,Low
23214,36,50000,1.0,1,0,0.0,0.0,10782,152032,0.07,0.38,38,Medium
8716,44,200000,0.86,0,0,0.0,-0.2,43740,172171,0.25,0.33,33,Low
5688,39,480000,1.0,0,0,0.0,-0.2,214926,783632,0.27,0.05,5,Low
3469,53,100000,0.0,0,1,1.0,-1.5,0,0,0.0,0.67,67,High
7669,34,440000,0.01,0,0,-2.0,-2.0,4541,4507,1.01,0.27,27,Low
7133,35,150000,1.0,1,0,0.0,0.0,20400,648438,0.03,0.38,38,Medium
919,46,240000,1.0,0,0,0.0,0.0,82131,1883007,0.04,0.33,33,Low
28267,44,140000,0.08,0,1,1.0,-0.7,11235,11217,1.0,0.59,59,Medium
6587,42,360000,0.31,0,0,0.0,-0.8,83044,110639,0.75,0.25,25,Low
6371,31,120000,1.0,0,4,3.0,1.0,0,327807,0.0,0.87,87,High
20958,33,50000,1.0,0,3,2.0,0.8,13500,214248,0.06,0.77,77,High
1769,27,200000,0.18,0,0,-1.0,-1.0,35411,36457,0.97,0.23,23,Low
23325,42,270000,0.1,0,0,0.0,-0.5,9091,26661,0.34,0.38,38,Medium
5557,33,50000,1.0,0,0,0.0,0.0,8582,242128,0.04,0.41,41,Medium
26733,27,310000,1.0,0,0,0.0,0.0,109983,1237498,0.09,0.14,14,Low
1143,39,200000,0.19,0,0,0.0,-0.3,23427,37641,0.62,0.34,34,Medium
29773,39,250000,1.0,0,0,0.0,0.0,45022,1231333,0.04,0.35,35,Medium
15470,40,120000,1.0,1,6,2.0,2.0,40000,287047,0.14,0.84,84,High
4202,32,500000,1.0,0,1,2.0,0.3,83656,928999,0.09,0.46,46,Medium
27986,29,120000,1.0,0,0,0.0,0.0,24979,595486,0.04,0.37,37,Medium
853,37,50000,0.61,0,0,0.0,-1.3,500,30400,0.02,0.45,45,Medium
22197,29,450000,0.95,0,0,0.0,0.0,35392,426039,0.08,0.28,28,Low
22473,39,200000,1.0,1,5,3.0,1.8,25768,723147,0.04,0.88,88,High
13582,29,110000,0.02,0,0,-1.0,-1.0,2362,2046,1.15,0.31,31,Low
22413,35,50000,1.0,0,0,0.0,0.0,10000,177199,0.06,0.39,39,Medium
28722,44,310000,1.0,0,0,0.0,-0.2,83300,550361,0.15,0.22,22,Low
12359,41,200000,0.2,0,0,-1.0,-1.0,38238,39583,0.97,0.24,24,Low
19345,48,20000,1.0,1,6,2.0,2.0,5297,92635,0.06,0.89,89,High
24398,36,20000,0.32,1,6,3.0,2.7,0,6300,0.0,0.88,88,High
8432,44,240000,0.16,0,0,0.0,-0.8,34545,38194,0.9,0.34,34,Medium
9247,37,160000,0.03,1,1,2.0,-0.5,4998,4998,1.0,0.69,69,High
6525,33,30000,1.0,0,0,0.0,0.0,7256,152514,0.05,0.42,42,Medium
8682,34,450000,1.0,0,0,0.0,0.0,101908,1883007,0.05,0.21,21,Low
21063,36,390000,0.0,0,1,1.0,-1.5,0,0,0.0,0.64,64,Medium
12344,28,230000,0.82,0,0,0.0,0.0,21997,188410,0.12,0.3,30,Low
731,26,50000,1.0,0,0,0.0,0.0,5199,62292,0.08,0.34,34,Medium
9282,23,80000,0.92,0,0,0.0,-0.3,40913,73842,0.55,0.27,27,Low
11236,31,260000,0.99,0,0,0.0,0.0,82000,257156,0.32,0.26,26,Low
6929,31,140000,1.0,0,0,0.0,0.0,25317,627176,0.04,0.36,36,Medium
15280,46,20000,1.0,1,4,2.0,1.2,13019,77846,0.17,0.83,83,High
25626,28,240000,1.0,0,0,0.0,0.0,106562,1118609,0.1,0.15,15,Low
14027,38,280000,1.0,0,0,0.0,0.0,24092,516009,0.05,0.34,34,Medium
2204,30,60000,1.0,0,2,2.0,0.7,21820,298167,0.07,0.69,69,High
3702,29,200000,0.09,0,0,-2.0,-2.0,8906,17527,0.51,0.24,24,Low
5842,30,370000,1.0,0,0,0.0,-0.3,95651,625968,0.15,0.19,19,Low
19788,38,180000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.27,27,Low
7467,52,490000,1.0,0,0,0.0,0.0,28024,733784,0.04,0.35,35,Medium
17413,33,50000,1.0,0,0,0.0,0.0,13396,106533,0.13,0.35,35,Medium
26436,44,160000,0.04,0,1,1.0,-0.8,6770,6758,1.0,0.62,62,Medium
3286,35,280000,1.0,0,1,2.0,0.3,298194,1077314,0.28,0.08,8,Low
4560,30,350000,1.0,0,1,2.0,0.3,62852,1430256,0.04,0.55,55,Medium
17061,22,20000,1.0,1,0,0.0,-0.3,25931,85784,0.3,0.35,35,Medium
4943,31,270000,0.02,0,0,-2.0,-2.0,12978,6669,1.95,0.27,27,Low
2285,49,50000,1.0,1,0,0.0,-0.7,51090,116522,0.44,0.33,33,Low
24306,37,280000,1.0,0,0,0.0,0.0,13228,411437,0.03,0.35,35,Medium
1818,44,180000,0.05,0,0,-1.0,-1.0,8692,8723,1.0,0.32,32,Low
29157,54,80000,1.0,0,0,0.0,-0.3,9649,281738,0.03,0.45,45,Medium
27005,31,60000,1.0,0,0,0.0,-0.7,6000,159077,0.04,0.41,41,Medium
20640,37,260000,1.0,1,4,3.0,1.5,59600,1126629,0.05,0.78,78,High
13279,52,210000,1.0,0,0,-1.0,-1.0,250031,359598,0.7,0.03,3,Low
29789,41,140000,0.05,0,0,0.0,-0.8,10719,7192,1.49,0.42,42,Medium
17896,28,20000,1.0,0,2,2.0,0.7,9505,46934,0.2,0.68,68,High
2292,35,90000,0.03,0,4,2.0,0.8,1750,2550,0.69,0.8,80,High
17763,60,150000,1.0,0,2,2.0,0.5,32406,680726,0.05,0.76,76,High
14374,24,50000,0.34,1,0,-1.0,-1.0,26904,17120,1.57,0.27,27,Low
13312,28,150000,0.18,0,2,2.0,0.0,17137,27670,0.62,0.68,68,High
26680,26,40000,0.15,0,1,1.0,-1.0,5605,6159,0.91,0.59,59,Medium
9784,34,120000,0.04,0,0,-1.0,-1.0,6944,5136,1.35,0.31,31,Low
2322,39,30000,0.29,0,3,3.0,1.0,2057,8656,0.24,0.82,82,High
24532,36,50000,1.0,1,0,0.0,0.0,6724,215005,0.03,0.41,41,Medium
267,23,10000,1.0,0,1,2.0,0.3,3932,52136,0.08,0.68,68,High
20599,29,320000,1.0,0,0,0.0,0.0,23629,687741,0.03,0.33,33,Low
5828,38,280000,0.37,1,0,0.0,-0.5,63000,104655,0.6,0.25,25,Low
20291,52,50000,0.28,0,1,2.0,-0.2,2409,14120,0.17,0.7,70,High
19570,44,50000,1.0,1,0,0.0,0.0,11329,51896,0.22,0.37,37,Medium
14683,25,50000,1.0,0,4,2.0,1.3,11513,286114,0.04,0.8,80,High
7442,40,80000,0.75,0,0,0.0,-0.5,24100,60198,0.4,0.35,35,Medium
1090,28,310000,0.51,0,0,0.0,-0.3,22566,159065,0.14,0.32,32,Low
6391,33,150000,1.0,0,0,0.0,-0.2,132348,293757,0.45,0.18,18,Low
23202,34,400000,0.78,0,0,0.0,-0.7,146557,310762,0.47,0.1,10,Low
24549,37,190000,1.0,0,3,2.0,1.0,22074,505199,0.04,0.73,73,High
13921,46,290000,1.0,0,0,0.0,0.0,35249,932018,0.04,0.35,35,Medium
11419,25,130000,0.0,0,1,1.0,-1.5,0,0,0.0,0.61,61,Medium
13209,34,30000,1.0,0,0,0.0,0.0,9624,169768,0.06,0.42,42,Medium
14882,34,50000,1.0,0,4,2.0,1.2,37782,249747,0.15,0.77,77,High
4155,34,10000,1.0,0,0,0.0,-0.3,3466,34664,0.1,0.42,42,Medium
20246,52,80000,1.0,0,1,2.0,0.3,12509,369845,0.03,0.71,71,High
640,31,170000,1.0,0,0,0.0,0.0,17000,334688,0.05,0.34,34,Medium
8540,37,100000,0.35,0,0,0.0,-1.0,23491,34703,0.68,0.35,35,Medium
11110,47,300000,0.1,0,0,-1.0,-1.3,34359,31156,1.1,0.29,29,Low
11880,24,70000,0.75,0,0,0.0,-0.8,23540,52756,0.45,0.34,34,Medium
5316,28,330000,0.74,0,0,0.0,0.0,9900,244726,0.04,0.33,33,Low
2275,29,50000,1.0,0,0,0.0,-0.3,5000,105553,0.05,0.38,38,Medium
25887,37,40000,1.0,1,6,2.0,1.8,18000,81118,0.22,0.85,85,High
2083,42,50000,0.0,0,1,1.0,-1.5,0,0,0.0,0.65,65,Medium
9911,30,60000,1.0,0,0,0.0,0.0,10452,293029,0.04,0.4,40,Medium
3215,59,20000,0.32,0,0,0.0,-0.7,3573,6369,0.56,0.45,45,Medium
24366,43,130000,0.14,0,0,-1.0,-1.0,17724,17778,1.0,0.3,30,Low
9251,30,180000,1.0,0,1,2.0,0.3,47970,670893,0.07,0.56,56,Medium
14884,26,20000,1.0,1,5,2.0,1.7,9000,78098,0.12,0.83,83,High
10644,38,360000,0.38,0,3,2.0,0.8,19116,135458,0.14,0.72,72,High
10746,44,220000,0.26,0,0,0.0,0.0,8421,57242,0.15,0.35,35,Medium
884,57,50000,1.0,0,0,0.0,0.0,8181,231635,0.04,0.46,46,Medium
142,28,180000,0.02,0,0,-1.0,-1.0,5580,3828,1.46,0.31,31,Low
14439,31,30000,0.61,0,0,-1.0,-1.2,13568,18348,0.74,0.29,29,Low
25176,22,50000,1.0,0,6,2.0,1.7,11857,237443,0.05,0.86,86,High
13118,33,160000,0.32,0,0,-1.0,-1.3,48103,51761,0.93,0.23,23,Low
10650,27,400000,0.23,1,0,-2.0,-2.0,89645,90298,0.99,0.12,12,Low
7373,34,50000,1.0,0,0,0.0,0.0,12638,344319,0.04,0.44,44,Medium
5329,30,200000,0.04,0,0,-1.0,-1.0,7824,7611,1.03,0.29,29,Low
14282,27,80000,1.0,0,2,2.0,0.7,11757,275568,0.04,0.7,70,High
19572,38,50000,0.08,0,0,-1.0,-1.0,4031,3976,1.01,0.32,32,Low
17129,24,50000,1.0,0,1,2.0,0.3,7470,216951,0.03,0.66,66,Medium
6723,47,500000,0.66,0,0,-1.0,-1.0,293370,329659,0.89,0.02,2,Low
20413,26,160000,0.78,0,0,0.0,-0.8,103855,125320,0.83,0.18,18,Low
2591,25,360000,0.08,0,0,0.0,-0.7,25269,30379,0.83,0.31,31,Low
4416,48,170000,0.01,0,0,0.0,-0.8,1170,2340,0.5,0.44,44,Medium
20010,37,230000,0.14,0,0,-2.0,-2.0,31999,32173,0.99,0.21,21,Low
10417,25,70000,1.0,0,0,0.0,0.0,5328,120909,0.04,0.35,35,Medium
14032,29,20000,1.0,0,0,0.0,0.0,4093,62786,0.07,0.38,38,Medium
8129,30,30000,1.0,0,0,0.0,0.0,5203,124929,0.04,0.4,40,Medium
18353,23,80000,0.04,0,0,-2.0,-2.0,7242,2852,2.54,0.27,27,Low
27321,41,180000,1.0,1,5,2.0,1.5,26100,710563,0.04,0.83,83,High
16436,51,250000,0.03,0,0,-2.0,-2.0,0,6811,0.0,0.29,29,Low
13201,36,340000,0.0,0,1,1.0,-1.0,18456,1070,5.0,0.67,67,High
24633,48,210000,0.07,0,0,0.0,-0.8,12273,15049,0.82,0.41,41,Medium
29101,52,320000,0.02,0,0,-2.0,-2.0,4653,5303,0.88,0.3,30,Low
23416,46,20000,1.0,1,5,3.0,2.2,4477,96796,0.05,0.9,90,High
5175,29,80000,1.0,0,0,0.0,-0.2,11050,359398,0.03,0.4,40,Medium
21315,52,50000,0.0,1,0,-2.0,-2.0,0,0,0.0,0.29,29,Low
7712,23,50000,1.0,0,2,2.0,0.5,7900,230395,0.03,0.72,72,High
27091,36,20000,1.0,0,1,2.0,0.3,7500,112873,0.07,0.71,71,High
305,27,200000,0.09,0,0,0.0,-0.5,12927,18236,0.71,0.35,35,Medium
24712,41,180000,1.0,0,2,2.0,0.7,32130,647601,0.05,0.69,69,High
2699,47,150000,1.0,0,1,2.0,0.3,9768,404082,0.02,0.68,68,High
27093,36,50000,0.58,0,0,0.0,-0.7,12546,29163,0.43,0.38,38,Medium
17383,44,280000,1.0,0,0,0.0,0.0,38443,1227142,0.03,0.36,36,Medium
20761,35,240000,0.27,0,0,0.0,-0.8,45255,65228,0.69,0.3,30,Low
2873,37,350000,0.01,0,0,-2.0,-2.0,2196,2196,1.0,0.28,28,Low
4575,26,200000,0.07,1,1,2.0,-0.3,7360,13619,0.54,0.64,64,Medium
28196,48,200000,1.0,0,0,-2.0,-2.0,142009,214322,0.66,0.11,11,Low
4227,43,320000,0.4,1,0,0.0,-0.7,86786,129395,0.67,0.17,17,Low
27928,27,130000,0.27,0,0,-2.0,-2.0,27049,35557,0.76,0.19,19,Low
17887,28,220000,0.62,0,0,0.0,0.0,10100,135331,0.07,0.32,32,Low
14568,29,290000,0.26,0,0,-1.0,-1.0,76423,76147,1.0,0.16,16,Low
9761,29,280000,1.0,0,0,0.0,0.0,25561,663552,0.04,0.32,32,Low
27597,29,210000,0.18,0,0,-1.0,-1.0,35100,37559,0.93,0.24,24,Low
11890,22,30000,0.0,0,0,-2.0,-2.0,0,0,0.0,0.24,24,Low
18888,31,500000,0.0,0,0,-2.0,-2.0,20073,1670,5.0,0.32,32,Low
28117,41,350000,0.46,0,0,0.0,0.0,39027,160135,0.24,0.29,29,Low
24434,47,280000,0.07,0,0,-2.0,-2.0,16789,18536,0.91,0.26,26,Low
24908,33,400000,0.08,1,1,2.0,0.3,24953,31244,0.8,0.58,58,Medium
23497,32,180000,0.08,0,0,-2.0,-2.0,17733,14688,1.21,0.24,24,Low
15406,49,130000,1.0,0,0,0.0,-1.3,0,131396,0.0,0.48,48,Medium
21964,27,90000,1.0,0,0,0.0,-0.3,83922,441827,0.19,0.19,19,Low
4574,33,470000,0.89,0,0,0.0,0.0,29531,418659,0.07,0.3,30,Low
55,29,150000,1.0,0,1,2.0,0.3,12867,176751,0.07,0.61,61,Medium
13479,43,30000,1.0,1,6,2.0,2.0,6000,100228,0.06,0.87,87,High
29619,32,420000,1.0,0,0,0.0,0.0,4778,427750,0.01,0.35,35,Medium
15264,41,80000,1.0,0,0,0.0,0.0,14703,386277,0.04,0.41,41,Medium
21958,28,200000,0.0,0,0,-2.0,-2.0,510,0,5.0,0.34,34,Medium
20430,24,10000,1.0,1,2,2.0,0.7,5700,53621,0.11,0.73,73,High
14365,33,180000,0.46,0,2,2.0,0.0,56216,82178,0.68,0.63,63,Medium
3533,27,160000,1.0,0,0,0.0,0.0,39600,980877,0.04,0.36,36,Medium
11480,27,340000,0.32,0,0,0.0,-0.5,32131,109184,0.29,0.29,29,Low
22937,44,360000,0.8,0,2,2.0,0.5,9707,288071,0.03,0.71,71,High
16935,58,350000,0.01,0,0,-2.0,-2.0,4088,4463,0.92,0.31,31,Low
25386,29,360000,0.06,0,0,-1.0,-1.0,25491,21882,1.16,0.25,25,Low
16378,41,170000,1.0,0,0,0.0,0.0,30645,731452,0.04,0.38,38,Medium
22103,29,50000,1.0,0,0,0.0,0.0,19000,151005,0.13,0.34,34,Medium
1665,40,280000,0.17,0,0,-1.0,-1.0,43889,47235,0.93,0.24,24,Low
23251,40,60000,1.0,0,0,0.0,0.0,10000,284625,0.04,0.42,42,Medium
23040,41,220000,1.0,1,6,3.0,3.0,0,1413611,0.0,0.93,93,High
12621,37,170000,0.14,0,0,-1.0,-1.3,25460,24226,1.05,0.29,29,Low
10350,35,20000,1.0,1,0,0.0,0.0,9895,31621,0.31,0.36,36,Medium
202,31,140000,0.93,0,2,2.0,0.7,38300,130872,0.29,0.57,57,Medium
19339,48,200000,0.99,0,0,0.0,-1.3,0,198540,0.0,0.48,48,Medium
28933,48,80000,0.03,1,1,2.0,-0.5,2526,2772,0.91,0.72,72,High
9354,28,140000,0.52,0,0,0.0,-0.5,4197,73384,0.06,0.36,36,Medium
28364,35,80000,0.0,0,1,1.0,-1.5,0,0,0.0,0.63,63,Medium
4872,42,80000,1.0,0,0,0.0,0.0,12205,288737,0.04,0.4,40,Medium
669,35,100000,1.0,0,6,2.0,1.8,24800,599839,0.04,0.87,87,High
20278,53,100000,1.0,0,0,0.0,0.0,23202,522565,0.04,0.43,43,Medium
9828,54,200000,0.04,0,0,-2.0,-2.0,6945,7649,0.91,0.3,30,Low
20041,36,30000,1.0,0,0,0.0,-0.3,36745,120499,0.3,0.35,35,Medium
20491,27,210000,0.02,0,2,2.0,-0.2,1735,3158,0.55,0.72,72,High
17876,30,360000,0.61,0,0,0.0,-0.8,124530,220232,0.57,0.14,14,Low
17213,30,50000,1.0,0,1,2.0,0.2,9824,76671,0.13,0.64,64,Medium
18803,26,150000,1.0,0,0,0.0,0.0,14500,371243,0.04,0.34,34,Medium
22358,32,400000,0.04,0,0,-2.0,-2.0,27035,16320,1.66,0.24,24,Low
22448,42,50000,1.0,0,0,0.0,0.0,39117,219105,0.18,0.34,34,Medium
5414,23,230000,0.55,0,0,-2.0,-2.0,7523,127641,0.06,0.23,23,Low
8812,49,10000,0.23,1,2,2.0,-0.5,0,2273,0.0,0.77,77,High
26282,29,260000,0.22,0,0,0.0,0.0,20027,56649,0.35,0.29,29,Low
1440,23,130000,1.0,0,0,0.0,0.0,20390,604567,0.03,0.36,36,Medium
28458,36,180000,0.01,0,0,-1.0,-1.0,1956,1956,1.0,0.32,32,Low
5634,45,410000,1.0,0,0,0.0,0.0,67524,1678606,0.04,0.3,30,Low
7003,39,80000,1.0,0,6,2.0,2.0,12101,302262,0.04,0.87,87,High
3843,24,50000,0.86,0,0,0.0,0.0,4664,43062,0.11,0.33,33,Low
14762,28,130000,0.02,0,1,1.0,-1.2,4000,3000,1.33,0.61,61,Medium
3184,48,260000,1.0,0,0,0.0,-0.2,102024,955632,0.11,0.22,22,Low
20738,24,20000,1.0,0,5,3.0,1.8,0,118322,0.0,0.9,90,High
5466,34,80000,0.08,0,1,1.0,-1.2,7400,6425,1.15,0.61,61,Medium
19687,39,30000,1.0,1,2,2.0,0.7,6654,180467,0.04,0.77,77,High
2616,37,450000,0.12,0,0,0.0,-0.7,44205,52626,0.84,0.3,30,Low
25437,27,360000,1.0,0,0,0.0,0.0,84355,1731040,0.05,0.24,24,Low
1061,34,60000,1.0,1,1,2.0,0.3,6690,72435,0.09,0.64,64,Medium
25570,43,130000,0.92,1,6,3.0,2.2,4400,119420,0.04,0.9,90,High
15398,55,50000,1.0,0,0,0.0,0.0,40487,157016,0.26,0.35,35,Medium
22140,24,100000,0.85,0,0,0.0,-0.5,15312,85470,0.18,0.34,34,Medium
19454,35,160000,0.0,1,1,1.0,-1.5,1404,0,5.0,0.72,72,High
26709,25,50000,1.0,0,0,0.0,-0.2,34537,112778,0.31,0.3,30,Low
15120,56,20000,1.0,1,5,2.0,1.5,8000,66771,0.12,0.86,86,High
29527,46,60000,1.0,0,0,0.0,0.0,8357,215089,0.04,0.41,41,Medium
19163,47,290000,1.0,0,0,0.0,0.0,57040,1462638,0.04,0.34,34,Medium
8291,40,180000,1.0,0,0,0.0,-0.2,153906,196674,0.78,0.14,14,Low
16140,33,280000,0.47,0,0,0.0,0.0,6696,131148,0.05,0.34,34,Medium
7010,59,10000,1.0,0,0,0.0,0.0,3674,50638,0.07,0.48,48,Medium
16762,45,50000,1.0,0,0,0.0,0.0,17363,219505,0.08,0.4,40,Medium
14226,29,50000,0.13,1,6,3.0,2.7,0,6300,0.0,0.87,87,High
10386,54,450000,0.0,0,0,-1.0,-1.3,6573,1146,5.0,0.45,45,Medium
4559,27,40000,1.0,1,1,2.0,0.3,12800,189221,0.07,0.66,66,Medium
16885,37,20000,1.0,1,0,0.0,0.0,4721,87733,0.05,0.42,42,Medium
19259,33,30000,1.0,1,4,3.0,1.5,9000,139474,0.06,0.87,87,High
8373,38,170000,1.0,0,0,0.0,0.0,49102,259426,0.19,0.29,29,Low
10719,28,60000,0.33,0,0,-1.0,-1.7,0,20000,0.0,0.33,33,Low
20991,31,180000,1.0,0,6,2.0,1.8,44000,1173741,0.04,0.86,86,High
12044,52,20000,1.0,0,1,2.0,0.3,2600,55030,0.05,0.7,70,High
6354,46,360000,0.0,0,1,1.0,-1.2,874,-124,0.0,0.63,63,Medium
24492,32,470000,0.26,0,0,0.0,-0.7,100343,123155,0.81,0.19,19,Low
28579,46,500000,0.91,0,0,0.0,-0.2,88025,456926,0.19,0.21,21,Low
9845,36,50000,1.0,0,0,-1.0,-1.0,92674,104358,0.89,0.13,13,Low
19702,32,140000,1.0,0,0,0.0,0.0,33500,716932,0.05,0.36,36,Medium
7454,43,30000,0.04,0,0,-1.0,-1.5,780,1170,0.67,0.36,36,Medium
25806,28,100000,0.01,0,0,-2.0,-2.0,1257,769,1.63,0.27,27,Low
15029,48,340000,0.72,0,0,0.0,0.0,70579,245435,0.29,0.23,23,Low
944,24,80000,0.07,1,6,3.0,2.7,0,5700,0.0,0.87,87,High
9021,42,170000,1.0,0,0,0.0,0.0,11010,241270,0.05,0.37,37,Medium
27448,33,140000,0.1,0,0,-2.0,-2.0,14396,14120,1.02,0.25,25,Low
6452,23,60000,0.63,0,0,0.0,-0.2,18844,37513,0.5,0.31,31,Low
4784,34,360000,0.06,0,1,1.0,-0.7,9597,20545,0.47,0.56,56,Medium
14214,38,20000,1.0,0,0,0.0,-0.5,23256,50770,0.46,0.36,36,Medium
7666,33,80000,1.0,0,0,0.0,-1.0,67228,250600,0.27,0.3,30,Low
17837,24,110000,1.0,1,6,2.0,2.0,23300,620223,0.04,0.85,85,High
27718,24,100000,1.0,0,0,0.0,0.0,22758,442638,0.05,0.36,36,Medium
23847,52,290000,1.0,0,3,2.0,1.0,47500,455139,0.1,0.68,68,High
3349,44,80000,1.0,0,3,2.0,1.0,16700,364235,0.05,0.78,78,High
10168,22,10000,0.16,1,0,-1.0,-1.0,2112,1584,1.33,0.3,30,Low
28988,41,260000,1.0,0,1,2.0,0.3,71200,1263634,0.06,0.59,59,Medium
19456,47,100000,1.0,0,0,0.0,0.0,9511,251207,0.04,0.4,40,Medium
24644,44,50000,1.0,1,0,0.0,0.0,22618,302791,0.07,0.42,42,Medium
11872,33,80000,1.0,0,0,0.0,0.0,7390,269986,0.03,0.39,39,Medium
9610,42,20000,1.0,1,2,2.0,0.5,4710,109584,0.04,0.77,77,High
5171,34,360000,0.0,0,1,1.0,-1.5,0,-217,-0.0,0.63,63,Medium
18292,33,80000,0.04,1,1,2.0,-0.5,3562,3154,1.13,0.69,69,High
25638,34,410000,0.59,0,0,0.0,0.0,29382,243389,0.12,0.29,29,Low
